"","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"6493",1,4.53,-92.4,4,0.02,0,-0.05,-16,1,32,2,611,-297,76.7,18,102,32,0.71,-0.43,0.39,-273,130,-97,-336,393,488,127.0038387,14.15685288,26.35246694,9,-0.27,1.41,0.05,13,88,24,-418,470,-64,105,-31.8,120,44,0,-1.24,-0.33,88,366,-213,-152,715,455,"B"
"18280",-2.71,-0.63,-86.1,3,0.16,0.08,0.18,-6,-7,29,27,630,-302,0,0,0,35,-4.87,1.8,-0.94,-249,232,36,222,295,531,81.40015266,-48.93361887,-52.41465736,30,0.37,0.27,-0.49,-139,215,-148,-330,469,149,154,-7.07,60.3,35,0.45,-0.51,0.62,139,304,-94,45,619,756,"E"
"13085",121,25.8,-6.7,19,-0.48,-0.03,-0.46,-35,68,-173,-3,584,-358,93.2,29.6,26.4,35,-2.17,0.37,0.39,299,21,163,553,199,392,10.22935778,30.06428539,125.218721,10,0.72,-0.26,-0.56,29,10,93,514,-540,-91,142,52.5,140,34,0.24,1.56,0.69,-237,187,-150,-716,338,583,"D"
"1137",124,-42.3,165,17,0.11,0.11,-0.16,47,45,-155,173,610,-299,-65.2,27.9,-131,22,0.02,-0.61,1.64,-219,-24,0,-113,303,603,48.94152762,-29.97961359,-98.22217355,17,0.14,0.1,-0.41,-49,78,-138,-572,256,60,0,0,0,40,1.01,0.5,0.46,0,389,-58,-85,725,413,"A"
"1215",122,-43.2,171,17,0.16,0.11,-0.15,49,44,-157,161,609,-287,-31.1,-23.9,12.8,24,-1.36,-0.27,0.56,130,-134,-148,756,-112,-111,52.49348706,-30.80162387,-94.50267457,16,-0.05,0.08,0.08,-49,81,-131,-532,319,29,0,0,0,48,0.83,2.76,0.84,-253,395,6,-667,562,567,"A"
"6269",2.28,3.07,-88.4,2,-0.03,0,0,-10,6,15,36,565,-442,101,-27.2,2.38,20,3.5,-1.48,-0.07,84,145,-92,740,-37,28,-110.4897052,-42.68691757,-17.52206908,5,-0.42,-0.35,0.38,-19,-41,-8,-452,198,288,-177,14.2,96.5,39,0.1,-1.46,-0.18,-56,329,194,-635,1140,-523,"B"
"18166",8.98,-7.31,-77.4,6,0.16,0.02,-0.07,34,45,-10,111,541,-471,0,0,0,35,0.56,-0.14,-0.16,-260,182,-119,-390,411,431,46.39268628,-57.77215616,-78.69312798,29,0.79,-0.53,-1.1,-155,127,-201,-536,313,58,166,28.3,-147,30,0.31,-3.18,-0.28,-76,-192,-205,-415,-337,271,"E"
"2887",1.39,7.59,-93.5,3,-0.02,-0.02,0,-18,3,23,-1,604,-308,-146,0.72,-176,33,-0.08,0,-0.05,-284,109,-116,-342,346,528,-49.95398473,-21.45405338,101.9018776,2,-0.11,-0.05,0.08,-4,-9,16,-542,296,-37,45.6,2.18,159,31,0.08,-2.73,-0.38,-106,213,-183,-694,375,561,"A"
"12085",120,13.5,0.74,18,0.14,0.11,-0.18,-21,60,-162,30,600,-338,-61.7,-33.1,15.3,23,-1.4,0.39,0.39,108,-110,-167,696,-56,-179,-99.98265174,-36.28670265,41.97608763,8,0.08,0.27,-0.2,-27,-64,31,-454,405,1,-48.2,5.15,149,48,-0.4,2.14,0.3,-387,-271,13,-420,-374,166,"C"
"11869",127,-40.8,162,18,0.13,0.11,-0.16,48,43,-160,167,600,-317,-26.4,65.1,-96.6,31,0.16,-0.59,1.07,-295,-50,-51,-364,325,554,59.71012282,-26.45868652,-90.19403858,16,0.16,0.24,0.08,-40,86,-120,-553,254,87,0,0,0,40,1.56,0.77,0.64,38,380,-107,115,604,536,"C"
"15684",1.06,4.77,-87.5,4,-0.11,-0.02,-0.02,-6,-1,39,58,630,-313,0,0,0,34,1.48,-0.43,-0.25,152,28,-293,727,-130,-153,68.64870293,-50.37784005,-64.89418792,28,0.39,0.08,-0.48,-131,172,-164,-474,350,117,158,37.1,157,36,-0.31,2.47,0.56,-247,157,-195,-673,227,550,"D"
"11452",127,-40.6,161,18,0.11,0.11,-0.18,52,45,-160,172,604,-305,-9.24,-35.4,-33.2,12,-0.85,-0.32,0.77,69,-88,-33,695,1,234,40.83415023,-35.56666828,-101.4386798,17,0.16,0,-0.13,-57,65,-139,-560,248,58,0,0,0,47,1.01,0.39,0.23,-335,314,19,-706,431,616,"C"
"15277",125,-41.6,164,18,0.11,0.11,-0.15,49,45,-160,162,596,-307,-25.5,-30.7,-28.3,12,1.03,-0.72,0.98,53,-94,-44,661,25,287,52.11489853,-30.33575791,-95.13072254,17,0.06,0.02,-0.23,-51,85,-139,-567,244,52,0,0,0,42,1.49,-1.38,0.49,-115,390,16,-538,775,754,"D"
"3859",1.58,5.5,-88.7,4,0.05,0,-0.02,-16,4,40,38,631,-313,0,0,0,35,2.7,-1.49,1.66,-248,226,-74,40,372,533,64.95431156,-45.83572282,-72.36463241,32,-0.26,0.11,0.07,-139,190,-208,-470,411,-47,121,-33.8,76.8,35,0,0.55,0.36,194,228,-169,40,641,722,"A"
"14239",1.5,8.08,-93.9,3,0,0,0,-21,1,22,0,600,-303,76.2,12.5,111,32,0.93,-0.29,-0.08,-276,145,-64,-360,354,511,41.76527692,30.91111937,-103.907226,2,0.14,0.51,-0.1,6,8,-17,-515,364,-44,-170,53.8,-177,29,-0.08,2.34,0.64,-191,130,-167,-671,145,507,"D"
"10698",0.45,4.6,-87.8,5,0.02,0,0.02,-19,0,48,42,634,-300,0,0,0,36,-1.67,0.88,-0.52,-275,214,-20,-362,440,415,52.81370188,-52.40042787,-78.11063748,29,0.37,0.16,-0.36,-140,141,-197,-543,244,148,163,19.4,159,33,0,0.37,0.26,-190,183,-185,-675,440,618,"C"
"4423",114,22.7,-13.3,18,0.05,0.11,-0.15,-27,63,-160,25,606,-329,-93.1,-66.6,-63,32,0.11,-0.51,1.03,-299,-46,-71,-422,268,515,-58.2442457,-25.01294634,92.32970642,4,-0.1,0.13,0.02,-9,-20,29,-531,330,-138,10.6,16.8,-105,22,-0.08,0.06,-0.07,-193,104,3,-405,745,559,"A"
"17871",1.96,3.56,-88,3,-0.08,0.02,-0.05,-8,4,24,40,572,-421,136,-30,-74,51,0.66,-0.34,0.56,92,-1,-494,327,-177,-508,66.62692316,53.20180969,64.42078263,18,-0.05,0.32,0.26,87,106,103,-97,405,375,173,12.8,-58.3,27,-1.57,3.84,0.85,150,33,221,538,-793,134,"E"
"18044",-4.57,2.08,-88.4,4,0.24,0.21,0.46,-10,-9,32,20,647,-264,0,0,0,14,-0.74,0.18,-0.15,-14,138,10,427,164,505,53,-51.8,-78.5,29,0.34,0.16,-0.38,-143,146,-204,-526,313,63,141,3.8,96,54,1.17,-4.34,-0.13,244,457,-101,-225,781,798,"E"
"13945",-7.02,1.74,-86.5,3,0.26,0.19,0.9,-17,0,25,32,584,-397,95.8,8.08,113,40,3.68,-0.71,0.15,-332,199,-49,-508,332,520,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-176,10.2,115,45,0.18,-3.29,-0.23,-168,364,195,-935,1370,-684,"D"
"16146",138,-38.9,139,18,-0.19,0.13,-0.13,57,36,-159,191,605,-345,-36.4,17.9,-97.9,25,-1.61,0.08,0.97,-232,-7,62,-173,334,577,117.7037132,24.77649028,-29.9509568,27,0.88,-0.72,-0.59,64,241,-77,-122,585,120,0,0,0,50,0.48,2.95,1.41,110,482,5,-146,783,758,"E"
"14488",0.53,4.01,-87.2,5,0.13,0.02,0.03,-9,0,45,52,631,-296,0,0,0,13,-0.4,-0.02,0.41,37,116,-33,469,113,477,59.3082521,-44.07645466,-79.09929076,31,0.37,-0.13,0.05,-129,169,-215,-467,376,104,177,39.7,-163,27,-0.02,-2.73,-0.74,-165,-26,-208,-538,-146,351,"D"
"8355",115,17,-7.35,17,0.03,0.14,-0.16,-20,61,-152,15,606,-314,-56.2,32.7,-109,30,-0.26,-0.24,0.48,-294,-48,-6,-371,291,568,89.29263346,52.27923663,38.92224255,15,-0.21,0.59,0.08,75,117,57,-157,612,-78,-51.8,-10.3,129,51,-0.14,0.63,0.18,-349,-363,-28,-122,-630,-63,"B"
"12531",-0.27,5.43,-88.2,5,0.05,-0.02,-0.05,-14,4,45,47,633,-296,0,0,0,36,0.03,0.02,-0.11,-263,159,-174,-327,430,444,81.28912285,-45.72283716,-55.49576528,29,-0.14,0.64,0.92,-124,204,-148,-488,342,130,132,-8.03,92.5,31,-0.02,0.05,-0.07,169,183,-173,-72,713,809,"C"
"8913",0.7,4.72,-88,4,0.14,0.02,0.05,-15,3,41,49,629,-299,0,0,0,36,0.03,0.02,0,-257,173,-160,-314,461,422,57.37563503,-45.70039626,-79.6065497,26,0.79,-0.43,-0.56,-113,139,-183,-567,247,49,133,-9.82,80,42,-1.43,2.63,0.8,216,341,-97,-159,754,935,"B"
"15992",1.53,7.01,-93.5,3,0.02,0,-0.03,-21,3,24,-1,605,-315,74.8,-37.3,58.8,10,-2.47,0.92,-0.56,1,86,-53,586,-11,402,139.5906005,-8.96423389,14.97630947,3,0.26,0.45,-0.03,-3,33,5,-516,350,-32,-148,40.6,-136,26,-0.21,2.44,0.3,-169,-46,-180,-503,-221,358,"D"
"6454",1.26,3.07,-88.2,2,0.11,0.02,0.05,-8,3,19,38,561,-434,91.6,10.7,115,30,-1,0.24,0.05,-232,167,-87,-415,317,494,33.21487824,98.67605339,46.07811111,24,0.92,-0.72,-0.05,197,77,105,291,346,375,176,12.9,-137,48,-0.08,-0.08,0.46,-301,-278,233,-533,-75,-70,"B"
"4901",119,16.7,0.35,18,0.11,0.11,-0.16,-21,62,-162,18,601,-339,-24.8,7.88,-60.5,17,1.69,-1.09,0.75,-157,-33,49,181,237,591,127.8915177,24.17746801,16.03030484,1,-0.18,0,-0.11,3,12,2,-466,396,-214,-29.6,37.8,-151,40,0.47,-1.56,0.03,-385,-48,43,-694,323,499,"A"
"2217",1.09,1.25,-88.7,3,0.1,0.03,0,-11,9,25,20,569,-412,135,-31.2,-46.2,43,1.62,-0.74,0.28,116,5,-402,521,-251,-383,-2.856365784,0,154.2232669,7,-1.48,0.42,0.39,0,-2,70,-354,282,336,174,19.2,66.9,40,0.16,-2.15,-0.74,17,343,180,-252,864,-429,"A"
"5254",1.83,4.14,-87.8,3,-0.1,0.02,0,-7,6,23,51,566,-431,72.5,-37.7,22.8,15,-3.77,0.59,-0.74,54,108,-84,714,-74,149,-95.05468408,0,62.0249486,1,0.06,0.26,-0.3,0,-7,5,-382,302,299,-161,5.98,-51.9,27,-0.42,-1.46,0.34,66,-205,150,172,-660,-22,"A"
"6125",1.28,3.37,-88.6,2,-0.02,0,0,-6,1,22,45,570,-422,86,10.9,115,31,-0.08,0.03,0.03,-223,157,-130,-329,308,546,29.11040354,101.1791554,46.22569972,23,-0.14,0.03,0.46,192,65,101,269,393,346,178,19.7,70.4,45,-0.32,3.47,0.89,113,385,176,-185,787,-394,"B"
"48",1.33,7.69,-94.2,3,0.02,0,-0.02,-18,5,22,2,593,-312,-130,19.6,-162,34,0,-0.02,0,-290,111,-123,-366,336,513,13.40681541,-70.60607434,-84.66896285,37,0,-0.02,0,-233,48,-269,-557,294,-68,25.8,-63.8,-149,36,0.03,0,0,194,208,-214,-16,653,462,"A"
"16548",12.9,6.19,-91.3,4,0.08,-0.03,0.15,-10,3,-37,30,510,-468,144,-23.3,-84.5,40,-3.28,1.25,-0.46,-17,-52,-391,208,-260,-503,-92.90500554,-16.09037358,61.47535397,3,-0.14,0.34,-0.44,-5,-25,18,-583,239,-4,143,3.22,89.3,43,0.27,2.63,2,134,347,-199,-253,749,585,"E"
"12446",120,14.3,2.74,18,0.13,0.13,-0.15,-18,60,-161,30,600,-329,-51,27.2,-113,31,0.63,-0.34,0.11,-296,-38,-38,-429,335,560,-111.9152869,-43.80329146,10.3008474,8,0.08,0.29,-0.08,-33,-70,8,-470,402,-19,-21.6,43.8,-121,37,-0.39,1.65,0.16,-356,15,37,-679,437,535,"C"
"16887",134,8.89,31,19,0.08,0.11,-0.56,-10,55,-176,36,587,-352,-63.3,-33.8,5.39,24,1.89,-1.06,0.92,113,-126,-161,738,-38,-37,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-105,52.7,-144,47,0.05,2.26,0.59,-423,-170,-15,-591,-111,236,"E"
"14973",124,-42.2,166,17,0.13,0.11,-0.16,46,42,-159,159,605,-302,-14.1,-16.1,-30,12,1.25,-0.8,0.92,-17,-84,85,436,107,509,62.64462809,-28.50131658,-86.29400238,17,0.16,-0.03,-0.11,-47,98,-127,-532,313,50,0,0,0,48,1.19,1.22,0.52,-187,436,-19,-528,745,641,"D"
"4158",124,-42.5,166,17,0.16,0.11,-0.15,51,45,-155,169,609,-298,-47.8,17.5,-133,27,0.63,-0.71,1.02,-257,-60,1,-258,219,647,32.41414441,-30.4441132,-111.8120897,16,0.13,-0.05,-0.03,-48,51,-144,-583,229,41,0,0,0,39,0.8,0.83,0.28,-1,379,-62,-48,719,482,"A"
"7267",0.65,2.75,-87,4,0.24,0.02,0,-13,0,36,46,629,-321,0,0,0,23,-4.32,2.1,-0.21,-19,98,-202,750,-50,-72,76.19527324,-30.87812055,-71.62610813,27,0.48,1.28,0.05,-81,184,-175,-149,586,95,147,14.7,91.1,44,-1.49,3.47,0.72,271,311,-120,-218,779,939,"B"
"9462",122,25.9,-4.17,19,-0.43,-0.03,-0.48,-40,71,-169,2,578,-373,125,48.5,102,6,-0.1,-0.16,-0.13,6,-2,54,-358,360,498,-81.5020352,-42.02352066,58.39430073,19,0.48,0,-0.07,-74,-132,100,172,-725,-111,176,33.9,-101,51,1.22,-1.09,0.34,67,-406,-276,-45,-695,-172,"C"
"18349",-0.38,4.77,-87.9,5,0.08,-0.02,-0.02,-14,0,44,42,639,-300,0,0,0,15,3.39,-2.06,1.25,14,91,-111,727,13,147,56.27635585,-47.72370352,-78.9767648,29,0.72,-0.06,-0.85,-130,151,-201,-569,256,14,154,-6.38,88.5,31,0.02,0.02,-0.02,190,172,-167,-53,694,797,"E"
"8543",117,14.2,-2.13,17,0.14,0.13,-0.13,-17,64,-156,40,608,-322,-30,-7.82,-36,4,-2.46,0.64,0.69,-7,-35,7,594,141,328,-73.62207175,-73.62207175,31.87323782,2,-0.18,0.4,0.05,-15,-15,7,-412,461,-64,-52.5,10.6,159,47,-0.71,2.04,0.2,-400,-237,11,-487,-298,184,"B"
"8498",117,16.1,-4.87,17,0.24,0.11,-0.13,-18,59,-159,17,604,-311,-68,-30.3,23.4,30,2.34,-1.56,1,125,-136,-223,668,-87,-242,61.81157223,94.63736589,-7.734383054,3,-0.16,0.61,-0.05,21,15,-2,-232,577,-78,24.5,-1.66,-68.3,7,0.35,0.26,0.08,-24,60,19,9,665,587,"B"
"9722",122,24.7,-4.28,20,-0.47,-0.02,-0.44,-41,72,-174,14,584,-375,98.1,-2.8,75.2,17,1.61,-1.12,-0.02,109,53,119,91,360,544,-14.01056918,26.07562085,127.3220688,9,0.53,-0.05,-0.11,24,-13,89,539,-508,-42,138,34.6,141,32,0.35,-2.23,-0.33,-96,239,-180,-673,524,597,"C"
"3443",1.28,4.87,-88,4,-0.14,-0.03,0,-14,1,40,53,626,-311,0,0,0,38,-0.06,-0.02,-0.15,-279,155,-186,-407,432,398,55.38283236,-50.2090199,-77.71673633,30,0.35,0.14,-0.41,-140,153,-204,-523,329,47,51.4,-40.3,160,34,0.1,-0.1,0.16,233,115,-201,129,551,659,"A"
"6507",1.55,6.05,-92.4,3,0.08,0,0,-18,-1,28,5,610,-302,68.1,-6.31,80.4,26,-2.95,1.32,-0.41,-206,157,-1,108,289,572,110.9539173,45.72034802,5.67871577,16,-0.13,1.06,-0.03,70,142,9,-210,595,-42,91.9,55.8,133,31,0.1,-3,-0.16,-147,177,-205,-688,231,508,"B"
"15428",119,15.6,0.38,18,0.1,0.11,-0.15,-22,62,-159,27,595,-331,-31.8,7.66,-62.3,17,1.83,-1.08,0.89,-157,-45,49,184,237,585,116.3669371,38.51010006,-12.55471349,2,-0.18,-0.02,0.25,9,22,-3,-407,467,-35,-40.2,49.3,-126,41,-0.08,0.71,0.3,-402,-37,15,-685,332,484,"D"
"5670",122,26.7,-3.42,19,-0.48,-0.03,-0.41,-43,68,-166,5,583,-373,-151,-13.5,26.5,43,-2.94,1.14,0.15,369,-78,-177,596,-107,-380,-86.71573755,-47.51768495,47.51768495,8,0.42,0.77,-0.46,-36,-60,36,224,-703,-218,119,5.89,90,34,0.05,0,-0.08,140,243,-172,-220,773,692,"B"
"17910",1.52,3.56,-88.4,3,0.03,0,0,-9,3,30,32,577,-422,134,-37.7,-67.3,44,1.99,-0.63,0.41,110,7,-418,436,-200,-464,41.42932588,8.297168391,114.7261022,9,0.32,0.05,-0.16,7,34,77,-368,230,359,-139,35,119,35,-2.76,-0.63,2.48,-123,233,224,-1020,1430,-835,"E"
"1873",1.17,4.57,-87.5,3,0.05,0,-0.03,-11,3,25,55,577,-415,109,-51.8,-39.8,35,2.12,-0.45,0.38,170,41,-296,628,-183,-286,104.5598239,43.67521357,27.25425413,5,0.32,-0.82,-0.41,22,45,14,-288,373,325,-149,-7.67,-17.2,23,0.16,-3.02,-0.49,166,-19,146,438,-538,-45,"A"
"11028",0.93,3.65,-87.5,4,0,0,-0.02,-7,6,41,51,632,-310,0,0,0,17,1.77,-0.72,0.69,29,114,-112,573,172,362,37.31593388,-54.37243296,-88.5535838,29,0.59,0.02,-0.75,-149,105,-223,-532,299,69,127,-8.46,101,41,0.66,-1.99,0.08,175,341,-127,-128,752,781,"C"
"11843",127,-41.7,162,18,0.11,0.11,-0.16,48,45,-160,167,597,-296,-12.8,30.7,-65.7,24,1.43,-0.79,0.95,-229,-33,27,-145,281,610,47.64613787,-32.16032765,-98.00151999,16,-0.02,0.18,0.21,-51,74,-134,-578,221,56,0,0,0,42,0.77,2.39,0.52,-242,333,4,-644,648,717,"C"
"5274",1.24,4,-87.5,3,0.02,0,-0.02,-13,4,27,50,578,-426,74.8,16,84.4,29,1.56,-0.48,0.07,-209,176,-59,-201,310,591,-31.7663193,15.68156853,121.4062938,2,-0.11,-0.39,-0.13,3,-6,18,-418,238,325,156,5.28,118,35,0.05,-0.31,0.16,-78,275,196,-738,1220,-606,"A"
"11615",127,-41.4,161,18,0.13,0.11,-0.16,48,45,-160,165,610,-311,-7.34,26.7,-79.4,25,-1.19,-0.13,0.57,-238,-28,58,-148,300,603,58.45588027,-27.04889283,-91.07932641,18,0.19,0,-0.26,-46,95,-136,-530,325,29,0,0,0,42,0.74,1.38,0.16,13,408,-48,-45,711,514,"C"
"16674",0.66,7.01,-93.2,3,0.03,0,0,-18,6,28,2,617,-281,85.5,4.91,102,31,2.73,-0.53,-0.97,-265,150,-32,-249,349,562,-9.966865249,0,147.1127674,2,0,0.02,-0.07,0,-2,20,-547,298,11,140,9.46,96.5,38,0.05,-0.13,0.03,101,278,-223,-229,744,573,"E"
"669",123,26.3,-4.6,20,-0.47,-0.03,-0.43,-42,73,-177,6,580,-384,-62.6,-29.5,10.8,44,-1.65,0.43,0.59,400,-70,-136,723,16,-157,-16.05381813,23.5805406,128.3794651,8,0.82,-0.08,-0.56,19,-13,78,519,-524,-129,-152,57,-142,28,-0.55,2.1,0.26,-208,4,-182,-627,-40,427,"A"
"5954",122,27.3,-5.99,20,-0.58,0.02,-0.52,-44,77,-173,-28,582,-362,115,18.7,59.4,22,-4.14,1.67,0.39,76,87,177,361,366,418,2.280297664,76.90188368,80.1257334,9,0.06,-0.92,0.38,61,2,63,498,-548,-57,-170,47.4,-107,28,-0.72,2.54,0.82,-62,-167,-204,-210,-524,182,"B"
"14297",1.28,7.19,-93.5,3,0.03,0,-0.05,-21,3,21,-3,603,-305,69.2,3.98,118,32,-0.14,0.05,-0.08,-266,123,-98,-311,326,555,50.44982316,9.682486775,105.5329786,2,0.06,-0.19,-0.13,2,10,18,-522,335,-7,154,45.4,129,38,0.05,-2.14,-0.56,-131,293,-189,-633,534,559,"D"
"5069",119,17.1,-0.39,18,0.11,0.11,-0.13,-27,63,-161,24,598,-332,-49.8,-6.76,-66.4,13,-2.01,0.27,1.2,-110,-42,56,348,182,555,95.05468408,48.36239426,35.62294762,1,-0.19,0.11,-0.07,4,7,3,-469,392,-198,19.2,2.46,-72.7,12,-0.21,0.85,0.05,-83,82,-2,-137,732,542,"A"
"14345",1.6,7.42,-93.5,3,0,0,0,-20,3,17,3,604,-310,132,-61.3,-46.9,37,0.19,-0.18,0.44,106,-51,-339,686,-305,-208,135.2628418,21.38647514,4.246039338,5,0.08,-0.02,-0.15,10,46,2,-470,411,-32,159,49.6,133,43,0.72,1.46,0.75,-237,287,-192,-661,444,521,"D"
"12548",1.14,4.3,-88.2,5,0,0.02,0.03,-11,-1,46,48,634,-296,0,0,0,35,0.11,-0.21,0.2,-257,164,-166,-298,436,452,51.22981707,-52.04085519,-79.78790954,29,0.42,0.18,-0.38,-141,139,-203,-547,258,83,149,-12.9,64.4,41,0.11,0.43,0.3,167,296,-206,97,595,615,"C"
"7818",126,-43.7,164,18,0.06,0.11,-0.2,50,43,-160,170,607,-304,34.5,-68.7,-21.3,31,3.28,-1.7,1.28,84,-145,-256,633,-138,-337,118.6570694,15.80066114,-34.71467369,24,0.14,0.19,-0.18,37,218,-80,-176,558,168,0,0,0,52,1.75,-1.25,0.25,-42,512,-7,-234,826,711,"B"
"11449",128,-40.6,161,18,0.1,0.11,-0.2,48,44,-161,164,610,-313,-6.76,-31.9,-37.2,10,-0.96,-0.31,0.75,54,-81,-11,668,4,277,52.45704038,-31.76018301,-93.94578011,17,0.05,0.03,-0.21,-53,85,-137,-562,247,59,0,0,0,48,0.95,0.11,0.44,-343,319,8,-701,441,621,"C"
"9849",0.97,2.78,-88.5,3,0.06,0,-0.02,-7,4,27,37,568,-426,111,-30,-24.6,23,-3.45,1.2,-0.3,74,85,-200,653,-193,-250,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-180,22.6,28.2,36,-0.66,-3.56,-0.69,152,293,127,84,407,-378,"C"
"7808",126,-44,167,17,0.34,0.1,-0.1,46,39,-160,172,603,-311,-144,-81.7,146,38,1.46,-0.82,0.95,71,-146,-339,422,-85,-507,59.77255832,-25.28013729,-90.73416491,16,-0.14,0.5,0.26,-40,90,-126,-551,261,77,0,0,0,43,0.67,1.3,0.92,11,421,-8,-120,779,714,"B"
"2178",1.44,3.87,-89.2,2,-0.02,0.02,-0.07,-6,2,21,34,560,-438,78.8,-19.2,48.8,19,2.92,-1.19,0.25,-21,189,-4,490,125,451,38.47360094,99.85827287,40.09867787,20,0.71,-0.63,-0.21,168,75,78,205,386,379,-177,26.7,119,38,-0.4,-0.8,0.18,-124,285,203,-843,1240,-595,"A"
"10011",1.23,1.6,-88.2,3,0,0.02,-0.05,1,1,26,37,563,-431,78.4,-29.4,63,17,-3.32,0.82,-0.79,-71,147,-8,460,62,489,-28.04882109,-66.25968224,-83.03973909,3,0.45,0.03,-0.48,-20,-9,-24,-495,143,269,-175,19.8,55.4,36,-0.29,3.1,0.94,79,296,169,131,371,-310,"C"
"13214",120,25.3,-6.5,19,-0.39,-0.05,-0.41,-37,70,-165,8,597,-355,-4.33,44.1,-32.4,30,-0.22,-0.05,-0.1,240,-6,168,391,212,517,-63.57748051,5.500932333,93.1861015,9,0.98,-0.14,-0.2,5,-54,73,443,-595,-108,137,40.1,125,37,0.19,0.27,0.03,-202,243,-176,-663,516,523,"D"
"16101",159,-29.7,129,25,0.06,0.11,-0.1,60,46,-233,150,488,-509,-61.1,-35.4,6,15,-3.2,0.4,1.05,42,-88,-115,746,-39,-166,92.98658452,-17.04937838,-61.06061536,17,0.53,-0.59,-0.15,-29,137,-98,-498,330,121,0,0,0,55,1.43,-2.46,-0.03,27,534,-17,-250,795,598,"E"
"14100",1.35,7.75,-93.6,3,-0.05,0,0,-19,3,20,3,594,-315,71,2.05,75.3,27,2.46,-0.93,0.36,-212,155,53,10,260,603,45.81903823,14.79814607,-108.574654,1,-0.14,0.53,-0.08,2,6,-12,-525,327,-2,137,5.25,92.2,47,0.08,-1.62,-0.2,42,400,-219,-193,700,410,"D"
"6394",2.4,3.92,-89,2,-0.02,0.02,-0.05,-7,4,21,41,563,-440,105,-28.3,-4.78,22,3.44,-1.8,0.02,105,133,-141,737,-89,-29,33.82231784,38.77546708,104.366376,13,-1.86,0.9,-0.21,49,43,112,-142,324,422,-178,12.6,109,39,-0.27,0.21,0.56,-47,307,215,-716,1150,-514,"B"
"9529",123,25.3,-2.85,20,-0.43,-0.03,-0.48,-41,72,-177,13,580,-377,0.06,45,-42.5,7,-1.2,0.05,-0.08,-3,-4,66,-373,331,522,2.441264362,31.00725578,125.9699932,8,0.39,-0.21,-0.07,25,2,78,536,-505,-71,154,27.2,155,30,-0.06,0.64,-0.1,-180,141,-177,-704,306,526,"C"
"4815",119,16.2,0.89,18,0.08,0.08,-0.23,-28,68,-165,16,608,-313,-53.9,-40.7,12.5,25,-0.4,-0.24,0.79,145,-123,-148,726,-47,-68,0,-23.25569418,133.8239385,4,0.18,0.18,-0.25,-9,0,38,-497,376,-149,24.4,17.5,-70.4,18,-0.34,1.69,0.56,-145,100,35,-345,776,645,"A"
"13642",-2.68,2.19,-88.4,2,-0.19,0.08,0.25,-8,-18,11,32,596,-376,106,-38.8,-7.73,34,-0.43,-0.11,0.48,159,58,-282,722,-103,-117,68.11196259,2.099031534,-88.92264578,5,0.02,-0.08,-0.03,1,30,-37,-494,229,219,175,13.8,-18.9,25,-0.06,-1.59,0.33,173,-26,167,520,-517,14,"D"
"2198",2,3.71,-89.1,2,-0.05,0.02,0,-7,5,15,40,566,-433,79.4,-20.2,63.8,21,-2.86,1.43,-0.67,-63,191,-10,419,128,500,-127.8000951,-21.44034957,-19.62923551,6,0.31,-0.16,-0.38,-12,-54,-11,-481,192,270,-178,10.4,-45.9,27,-0.08,-2.6,-0.18,118,-163,174,431,-807,109,"A"
"15450",118,16.6,-1.56,18,0.11,0.11,-0.18,-21,61,-159,17,604,-324,-37,-24.2,-19.1,14,0.16,-0.21,-0.18,83,-74,-81,689,76,181,118.6793982,26.81069273,-26.81069273,3,-0.1,-0.11,-0.07,8,28,-8,-405,470,-21,13.7,49.4,-66.4,19,-0.1,-2.3,-1.08,-166,89,14,-531,695,599,"D"
"7491",127,-43.6,164,18,0.13,0.11,-0.18,51,41,-159,167,606,-317,24.3,-20.3,-18.5,8,3.28,-1.91,0.54,68,-18,-27,702,146,124,113.3633717,-11.52973859,-41.96499357,21,1.12,-1.25,-0.56,-24,189,-85,-332,470,168,0,0,0,39,1.03,-2.2,-0.61,-292,253,-7,-643,62,558,"B"
